         93881 function calls (93668 primitive calls) in 3.223 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:123(__init__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/reprlib.py:55(repr1)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:665(Union)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/helpers.py:546(__init__)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/helpers.py:622(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/weakref.py:104(__init__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:674(raw_user)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/unix_events.py:67(close)
        7    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/signal.py:54(signal)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
        6    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:241(__init__)
        8    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/cookiejar.py:120(quote_cookie)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       17    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1372(__eq__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/weakref.py:369(remove)
       13    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:193(_cancel_all_tasks)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
       20    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/sslproto.py:116(__del__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:663(close)
       24    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/tasks.py:654(ensure_future)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:766(expired)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:682(set_event_loop)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:49(__init__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/unix_events.py:1440(set_event_loop)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       20    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/streams.py:634(is_eof)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       14    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1206(daemon)
        6    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:586(_check_running)
       13    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1654(__getitem__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:77(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/weakref.py:105(remove)
       16    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1663(<genexpr>)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        4    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1051(_stop)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:799(set_event_loop)
       16    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:487(closed)
       10    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/reprlib.py:143(repr_instance)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/selectors.py:583(close)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:251(_collect_parameters)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        6    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:1925(_set_coroutine_origin_tracking)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:663(__init__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1265(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:97(_close_self_pipe)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/helpers.py:500(weakref_handle)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        4    0.000    0.000    0.000    0.000 {method 'add' of 'multidict._multidict.MultiDict' objects}
      2/1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:486(__getitem__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/reprlib.py:52(repr)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       29    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/server.py:36(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/cProfile.py:118(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/weakref.py:289(update)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       21    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        1    0.000    0.000    0.003    0.003 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:62(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1087(join)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1579(copy_with)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:593(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:320(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/_distutils_hack/__init__.py:89(find_spec)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:709(Optional)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/logging/__init__.py:1467(debug)
       15    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1125(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:58(__enter__)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:963(fix_flags)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:829(_maintain_shutdown_locks)
        2    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:52(_restore_ch)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/coroutines.py:11(_is_debug_mode)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/unix_events.py:63(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:758(get_event_loop_policy)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/_weakrefset.py:27(__exit__)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:717(raw_host)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/server.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/unix_events.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/selectors.py:209(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/_weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:46(_WorkItem)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/_weakrefset.py:72(__len__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:429(__init__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:689(new_event_loop)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       14    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:575(is_set)
       20    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:105(_write_char)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:811(_newname)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/logging/__init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:804(new_event_loop)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:293(tell)
        5    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:159(_type_convert)
        4    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/selectors.py:268(close)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        9    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:696(is_running)
        6    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:306(_deduplicate)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1294(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/logging/__init__.py:1720(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/_weakrefset.py:17(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/coroutines.py:53(get_name)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:1943(set_debug)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:216(shutdown)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:108(__await__)
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:701(<genexpr>)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:1405(__init__)
        6    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1365(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/tasks.py:707(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/_weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/logging/__init__.py:237(_releaseLock)
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:300(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:156(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:104(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:539(shutdown_asyncgens)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:24(IncrementalDecoder)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:647(scheme)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:839(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:434(__del__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:256(match)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1516(_register_atexit)
        1    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:862(__del__)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:655(stop)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/tasks.py:61(<setcomp>)
        4    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/enum.py:1187(_missing_)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/_weakrefset.py:21(__enter__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:903(raw_fragment)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:465(__repr__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:112(__del__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:314(__del__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/helpers.py:118(__await__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_event_loop}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/selectors.py:63(__init__)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/resolver.py:30(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:735(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:28(StreamWriter)
        2    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:37(_from_hex)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/logging/__init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:419(_cleanup_closed)
        2    0.000    0.000    0.000    0.000 {method 'get_name' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1597(main_thread)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:112(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:93(_init_writer)
        1    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:100(_release_writer)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohappyeyeballs/utils.py:10(addr_to_addr_infos)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:1389(__aenter__)


